product_id,product_category,unit_price,rating
768,4,205.5,4
792,1,319.52,4
665,1,726.9,3
77,3,992.15,4
468,7,377.17,4
208,3,1467.53,4
303,6,1021.49,5
362,7,335.67,4
720,2,1034.18,4
220,6,1441.19,4
603,3,694.2,2
102,5,830.41,2
820,2,1661.5,3
491,2,598.8,4
372,6,784.18,4
398,4,448.03,5
564,5,313.22,4
816,7,939.14,4
93,6,1972.79,4
514,7,987.71,4
751,6,1798.33,3
644,2,1912.9,4
59,6,1094.91,4
882,2,1556.85,4
616,7,321.1,4
583,1,422.39,4
143,3,989.33,4
505,7,544.65,4
294,6,1668.02,4
28,3,1330.88,4
307,1,489.05,4
852,0,732.89,4
685,2,1202.69,2
349,3,1067.98,4
200,3,1132.31,4
141,0,622.84,4
158,3,605.51,4
44,6,1698.02,4
130,3,1332.83,4
513,1,654.83,4
212,1,543.48,4
332,5,219.44,4
100,7,1068.77,4
536,1,537.07,4
829,3,1279.44,4
187,4,195.02,4
479,5,726.41,4
705,7,656.25,4
834,5,1648.25,4
435,1,785.5,3
598,4,421.66,4
203,7,389.19,4
511,6,1502.28,4
258,0,452.74,4
731,5,1588.06,4
827,2,760.99,4
531,6,623.92,4
749,0,480.55,4
498,1,354.65,4
638,1,610.33,4
872,2,987.29,4
464,0,298.4,3
270,0,868.19,4
26,6,488.89,4
183,3,567.86,5
385,5,470.22,4
890,5,1776.76,4
92,2,1848.07,4
799,2,990.83,4
671,7,215.62,4
868,1,224.95,4
687,7,333.07,4
785,4,320.26,2
809,4,482.5,4
430,2,689.88,4
253,5,1780.48,4
859,7,466.83,4
174,6,769.12,4
180,0,819.56,4
229,1,151.53,4
326,3,1265.4,4
624,0,763.46,4
262,1,550.43,4
30,4,450.83,4
777,3,1012.83,4
202,2,1257.7,4
327,6,1741.3,4
3,2,1746.8,4
609,4,298.09,4
25,0,921.87,3
325,1,241.82,4
635,5,537.05,4
690,5,1266.12,5
340,4,397.93,4
113,6,1419.25,1
166,6,714.95,2
283,1,635.68,4
140,3,1271.11,4
101,2,625.01,4
181,0,855.56,4
833,2,1696.71,4
457,6,1887.88,4
133,4,261.34,4
738,7,1079.7,4
309,0,492.3,4
889,4,342.22,3
60,2,1132.38,4
87,4,386.83,4
830,5,683.55,4
866,5,1740.84,4
711,0,202.21,1
680,0,808.92,4
708,0,848.75,4
625,7,683.22,4
661,4,298.61,4
863,5,368.19,4
238,7,277.07,4
20,1,269.46,4
459,1,562.06,4
497,2,1987.58,4
728,3,879.59,5
686,0,988.26,4
427,0,838.62,5
361,7,213.92,4
82,7,1197.26,4
767,7,580.2,4
605,0,874.81,4
898,4,453.82,4
401,6,1440.59,4
696,2,1193.94,2
366,4,399.53,4
414,2,863.0,4
824,7,246.57,4
510,3,442.97,5
424,4,166.56,4
512,2,554.28,4
278,4,385.66,4
339,3,486.68,4
442,6,1312.92,5
662,3,782.25,5
244,2,975.44,4
346,2,658.44,4
269,5,1631.91,4
699,7,936.91,4
58,3,1211.9,3
580,6,295.29,4
553,4,422.34,5
568,0,321.23,4
467,2,1202.04,4
451,3,665.3,4
854,6,1995.42,5
161,3,626.37,4
157,7,651.48,5
437,7,158.1,4
199,1,205.33,4
215,5,1488.98,5
416,6,1423.36,4
259,2,599.75,4
426,5,1474.3,4
234,7,768.01,4
213,0,672.34,4
558,2,1554.78,2
554,1,795.24,4
449,2,696.48,5
407,7,313.36,4
397,7,1078.95,4
630,4,240.7,4
80,1,564.28,4
120,7,371.61,4
443,1,701.87,4
352,5,1423.62,4
791,1,737.34,4
173,5,1375.46,4
710,3,1470.14,4
84,7,903.73,4
138,7,364.42,4
344,1,734.11,4
214,6,687.18,4
848,0,236.5,3
762,1,149.07,4
783,4,156.4,5
231,3,1188.78,4
124,1,603.84,4
345,4,405.84,4
847,3,1368.54,4
88,1,465.5,4
281,1,532.26,4
475,3,443.38,4
186,4,350.71,4
769,0,807.5,4
663,0,803.65,5
672,2,811.39,4
485,1,257.93,5
350,1,658.13,4
858,2,987.64,4
639,2,833.54,4
168,5,273.29,4
620,1,563.93,4
802,2,586.2,4
502,2,945.8,4
46,7,1162.12,4
541,1,367.91,4
34,7,643.33,4
527,7,1094.72,4
247,3,1063.57,4
523,2,1099.2,4
243,2,1815.38,4
316,5,1552.18,4
444,5,1352.43,4
611,3,1115.13,4
292,7,664.83,4
575,2,863.05,3
43,1,766.07,4
125,4,362.85,5
886,5,627.92,4
528,5,1593.41,4
633,5,1663.15,4
486,3,1486.61,4
534,5,651.78,4
780,2,1440.21,4
196,0,244.29,4
151,0,686.01,2
836,6,308.65,4
870,3,447.83,4
176,0,253.12,4
96,2,950.74,4
533,1,733.66,4
171,2,981.54,4
291,1,501.9,4
86,0,763.91,4
736,3,969.74,4
826,0,364.44,4
95,6,846.61,4
265,7,433.27,4
236,6,751.09,4
446,2,1980.38,4
226,4,187.52,2
285,1,450.15,4
717,7,262.58,4
560,5,1561.52,4
618,6,1395.09,4
224,6,491.69,4
441,7,1015.2,4
254,0,504.41,4
466,3,1406.05,3
389,5,338.23,4
201,7,1158.65,5
318,0,869.52,4
205,3,657.9,4
413,0,418.48,4
198,2,958.34,4
656,2,768.92,4
104,4,377.1,4
371,7,345.42,4
688,5,575.72,4
655,6,1521.54,4
709,5,1463.54,4
647,5,371.81,4
754,3,626.37,4
623,3,551.91,5
248,2,1618.87,4
388,5,634.97,4
302,5,838.24,4
877,3,940.82,4
876,4,290.73,4
18,2,996.11,4
148,1,140.48,4
39,6,547.61,4
713,1,694.2,3
862,2,915.84,4
571,1,124.7,4
700,1,757.08,4
518,4,319.93,3
586,6,1450.63,4
348,0,892.2,4
589,5,452.74,3
490,6,839.36,4
593,7,160.0,4
129,3,1280.01,4
61,6,1733.75,4
885,5,1395.31,4
544,0,417.58,4
112,5,1613.71,4
676,3,618.25,4
70,3,986.91,3
592,3,1155.27,4
182,2,864.09,4
587,3,588.3,4
150,6,317.83,4
581,0,923.3,4
94,6,1018.85,5
454,3,1138.67,4
390,0,484.57,4
320,2,1918.67,4
380,3,620.3,4
684,0,639.12,4
227,1,690.45,4
405,0,246.43,4
465,5,502.63,2
383,0,766.96,4
642,3,1251.58,4
63,7,301.35,4
509,6,1749.5,4
315,4,380.66,4
703,3,1354.93,4
322,2,1699.8,5
574,1,661.54,4
772,0,546.89,4
649,2,1972.34,5
653,0,412.82,4
547,3,784.53,4
111,6,1542.81,4
132,4,298.41,4
798,4,420.16,4
746,6,681.55,4
893,7,270.72,4
8,7,655.45,4
54,6,1042.08,4
163,6,1693.16,4
271,3,1205.55,4
263,4,216.16,4
815,7,169.29,4
324,6,1882.7,4
714,7,196.74,5
763,1,185.79,4
256,0,155.77,4
897,3,862.17,4
614,4,90.29,4
195,1,206.98,4
759,4,431.02,4
765,3,885.36,4
640,5,1056.56,4
698,4,421.0,4
365,5,1216.28,4
122,7,837.65,4
1,2,1266.18,4
126,5,1119.86,4
193,2,1605.05,4
774,4,201.95,4
756,4,389.17,4
232,4,98.76,4
875,3,840.23,4
56,7,150.3,5
803,6,654.58,4
121,2,706.99,4
689,4,429.88,4
50,6,257.5,4
267,2,1849.55,4
669,0,710.13,3
75,3,804.88,4
482,4,207.55,4
602,3,1381.23,4
423,0,350.57,4
297,1,556.27,4
788,6,1237.86,4
434,7,171.46,4
668,5,1340.51,4
896,4,427.32,5
156,6,590.39,3
387,7,352.33,4
260,7,1150.5,4
823,4,241.23,4
13,6,356.13,3
692,0,861.43,4
330,0,430.47,4
160,4,363.09,4
29,0,196.46,4
645,0,957.34,4
682,0,299.79,4
556,0,353.24,4
223,1,592.38,4
190,1,304.32,4
539,1,334.87,4
456,0,541.86,4
500,4,210.93,5
331,2,711.63,4
221,0,939.78,4
488,0,669.86,4
114,4,58.5,4
702,3,1400.83,3
35,5,1267.33,4
532,5,284.97,4
31,7,712.13,4
343,7,356.84,4
548,4,456.68,4
49,7,529.2,4
68,7,1015.65,5
290,7,278.9,4
701,5,1286.92,4
76,3,700.67,4
249,4,326.75,4
97,6,1658.35,1
233,5,783.12,4
831,1,470.83,4
52,2,1084.13,4
801,5,1643.65,4
279,6,294.94,4
673,5,410.26,4
779,1,206.67,4
153,7,832.85,4
522,7,326.08,3
549,2,606.02,4
47,0,621.85,4
179,6,1935.17,4
757,7,230.54,4
643,6,1811.12,4
805,3,1243.63,4
23,4,312.54,5
752,1,181.54,4
846,1,267.63,4
599,5,886.27,4
724,1,498.29,4
184,2,1175.79,4
420,2,778.33,4
493,5,456.15,4
363,6,1790.91,4
27,5,987.52,4
473,1,576.0,4
577,7,420.02,5
588,3,584.24,4
2,5,1488.06,4
861,3,1356.61,4
296,1,521.23,4
33,7,796.68,4
495,2,809.71,4
217,3,432.65,4
677,6,773.17,4
477,5,717.94,4
91,3,451.32,4
74,7,909.36,4
582,6,1030.46,5
334,5,1313.87,3
38,1,291.76,4
115,2,613.03,3
240,5,1144.58,4
16,4,313.99,4
10,4,228.07,4
595,4,74.25,4
110,6,1571.04,4
758,4,123.4,4
704,6,798.96,4
515,5,205.14,4
273,4,149.66,3
489,0,770.95,4
463,2,1856.96,3
607,7,284.28,4
596,5,1141.66,4
651,4,116.74,4
694,2,696.78,4
557,5,604.39,4
402,1,717.67,4
0,7,607.76,4
804,1,526.02,4
867,3,602.76,1
650,4,388.75,4
19,7,205.88,4
508,2,1247.42,4
632,0,338.53,4
7,3,635.23,4
470,4,484.95,2
197,0,345.11,4
308,7,232.19,4
404,5,1517.37,4
268,7,612.95,4
660,2,1178.82,4
755,0,827.15,4
447,7,423.39,4
613,6,353.71,4
391,4,302.11,4
222,1,452.93,4
246,2,1530.32,4
450,3,420.05,4
36,7,389.05,4
740,2,865.56,4
210,4,99.04,4
619,1,395.15,4
725,0,690.67,4
719,5,1552.25,4
375,0,325.88,4
646,7,1119.32,4
24,7,845.79,4
808,4,399.91,4
579,4,347.37,5
770,2,1212.08,4
329,3,365.83,4
127,1,139.49,2
667,0,644.6,4
853,1,481.4,4
828,2,958.73,4
21,7,980.65,4
356,2,1216.21,4
381,4,337.13,4
167,0,490.41,4
42,2,1853.76,4
162,2,1728.44,5
251,1,648.66,4
194,3,305.01,5
211,1,556.39,4
206,2,1183.96,4
89,7,695.46,3
286,4,352.31,3
22,3,353.38,4
319,4,372.63,4
438,5,1675.62,5
742,6,681.63,5
654,2,1135.53,4
530,5,905.97,4
573,3,1351.66,4
778,3,334.06,4
453,5,768.22,5
382,5,1388.34,4
188,6,1702.65,4
280,3,397.09,4
219,3,551.72,4
480,6,612.05,5
695,2,1550.86,4
445,2,1110.64,4
546,3,876.33,4
452,7,228.95,4
374,4,323.54,4
812,1,395.41,4
289,0,884.24,4
517,4,172.58,4
782,7,961.32,4
137,6,1287.26,4
310,7,968.92,4
716,6,1262.24,1
600,0,815.25,4
422,5,253.62,4
73,5,1420.32,4
555,1,703.9,4
377,2,800.31,4
565,6,373.44,4
795,7,585.82,4
298,4,366.32,4
617,6,810.13,4
790,3,600.33,4
652,2,1869.62,2
336,4,456.31,4
697,7,333.53,4
412,5,1478.26,4
771,5,1359.79,4
822,0,757.62,4
67,5,802.82,4
293,1,252.51,4
170,5,1745.15,4
881,6,1063.31,2
743,6,1935.33,4
159,3,708.56,4
439,3,443.21,3
235,1,498.99,4
